credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,geography_germany,geography_spain,gender_male,low_engagement,inactive_with_products,activity_score,low_balance_ratio,high_salary_low_balance,poor_credit_for_age,stagnant_relationship,dormant_client,products_per_year,high_churn_risk,disengaged_client,young_inactive,senior_inactive,valuable_but_disengaged,value_engagement_ratio,age_tenure_interaction,balance_activity_interaction,salary_products_interaction,tenure_squared,age_cubed
660,41,3,0.0,2,1,1,108665.89,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.6451612903225806,0,0,0,0,0,41.79457307692308,123,0.0,217331.78,9,68921
518,29,9,125961.74,2,1,0,160303.08,1,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.21978021978021978,0,0,1,0,0,178.9155125,261,188942.61000000002,320606.16,81,24389
557,39,7,49572.73,1,1,0,115287.99,1,0.0,0.0,0.0,1,0,1.25,0,0,1,1,1,0.14084507042253522,1,0,0,0,0,122.11905185185185,273,61965.912500000006,115287.99,49,59319
639,35,1,103015.12,2,1,1,139094.12,0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,93.11893846153846,35,257537.8,278188.24,1,42875
557,24,4,0.0,1,0,0,20515.72,0,0.0,0.0,0.0,1,0,0.25,1,0,0,1,0,0.24390243902439027,1,1,1,0,0,58.61634285714286,96,0.0,20515.72,16,13824
633,32,1,104001.38,1,0,1,36642.65,0,0.0,0.0,0.0,0,0,1.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,104.18076296296296,32,130001.725,36642.65,1,32768
623,50,2,87116.71,1,1,1,104382.11,0,0.0,1.0,0.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,81.4888595744681,100,196012.5975,104382.11,4,125000
611,68,5,82547.11,2,1,1,146448.01,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.3921568627450981,0,0,0,0,0,88.07504615384615,340,206367.775,292896.02,25,314432
666,47,5,0.0,1,0,0,166650.9,1,0.0,1.0,0.0,1,0,0.25,1,1,0,1,0,0.19607843137254904,1,1,0,0,0,476.14542857142857,235,0.0,166650.9,25,103823
521,27,4,121325.84,1,1,1,164223.7,1,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,121.51044255319151,108,272983.14,164223.7,16,19683
775,28,9,111167.7,1,1,0,149331.01,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,1,0,0,192.9620074074074,252,138959.625,149331.01,81,21952
681,48,5,139714.4,2,0,0,73066.72,0,1.0,0.0,1.0,0,1,0.5,0,0,0,0,0,0.3921568627450981,0,1,0,0,0,354.6352,240,69857.2,146133.44,25,110592
564,32,10,139875.2,2,1,0,15378.23,0,1.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.19801980198019803,0,0,0,0,0,97.03339375000002,320,209812.80000000002,30756.46,100,32768
646,44,2,113063.83,1,0,0,53072.49,1,1.0,0.0,0.0,1,0,0.25,0,0,0,0,0,0.47619047619047616,0,1,0,0,0,474.6752,88,28265.9575,53072.49,4,85184
670,50,8,138340.06,1,0,1,3159.15,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.1234567901234568,0,0,0,0,0,104.81422962962962,400,172925.075,3159.15,64,125000
751,43,1,114974.24,1,1,0,125920.54,0,0.0,0.0,1.0,1,0,1.25,0,0,0,0,1,0.9090909090909091,0,0,0,0,0,178.44057777777778,43,143717.80000000002,125920.54,1,79507
544,33,6,0.0,2,1,1,124113.04,0,0.0,0.0,0.0,0,0,2.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,47.73578461538461,198,0.0,248226.08,36,35937
639,38,5,0.0,2,0,0,93716.38,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.3921568627450981,0,1,0,0,0,156.19396666666668,190,0.0,187432.76,25,54872
635,65,5,117325.54,1,1,0,155799.86,1,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,1,0,202.3151111111111,325,146656.925,155799.86,25,274625
672,28,6,0.0,1,0,1,8814.69,0,0.0,0.0,0.0,0,0,1.25,1,0,0,1,0,0.1639344262295082,0,0,0,0,0,6.529400000000001,168,0.0,8814.69,36,21952
639,35,8,0.0,1,0,0,164453.98,0,0.0,0.0,0.0,1,0,0.25,1,1,0,1,0,0.1234567901234568,1,1,0,0,0,469.8685142857143,280,0.0,164453.98,64,42875
697,25,1,0.0,2,0,0,87803.32,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,1.8181818181818181,0,0,1,0,0,146.3388666666667,25,0.0,175606.64,1,15625
850,44,8,0.0,2,1,1,183617.32,0,0.0,1.0,1.0,0,0,2.5,1,1,0,0,0,0.2469135802469136,0,0,0,0,0,70.62204615384616,352,0.0,367234.64,64,85184
748,34,5,0.0,2,1,0,53584.03,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,0.3921568627450981,0,0,0,0,0,33.49001875,170,0.0,107168.06,25,39304
463,35,2,0.0,2,1,1,1950.93,0,0.0,1.0,0.0,0,0,2.5,1,0,1,0,0,0.9523809523809523,0,0,0,0,0,0.7503576923076923,70,0.0,3901.86,4,42875
572,30,6,0.0,1,0,1,175025.27,0,0.0,0.0,0.0,0,0,1.25,1,1,0,1,0,0.1639344262295082,0,0,0,0,0,129.64834814814813,180,0.0,175025.27,36,27000
741,50,1,78737.61,1,1,1,13018.96,0,0.0,1.0,1.0,0,0,2.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,39.045348936170214,50,177159.6225,13018.96,1,125000
646,25,5,182876.88,2,1,1,42537.59,1,0.0,1.0,1.0,0,0,2.5,0,0,0,0,0,0.3921568627450981,0,0,0,0,0,86.69787307692307,125,457192.2,85075.18,25,15625
805,50,6,130023.38,1,1,0,62989.82,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,0,142.97274074074076,300,162529.225,62989.82,36,125000
637,36,2,152606.82,1,1,1,71692.8,0,0.0,0.0,1.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,95.44664680851064,72,343365.34500000003,71692.8,4,46656
651,28,7,0.0,2,1,0,823.96,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.28169014084507044,0,0,1,0,0,0.5149750000000001,196,0.0,1647.92,49,21952
672,28,5,167268.98,1,1,1,169469.3,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,143.29288510638298,140,376355.205,169469.3,25,21952
493,54,3,167831.88,2,1,0,150159.95,1,0.0,0.0,1.0,0,1,1.5,0,0,1,0,1,0.6451612903225806,0,0,0,0,1,198.74489375000002,162,251747.82,300319.9,9,157464
524,29,9,144287.6,2,1,0,32063.3,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.21978021978021978,0,0,1,0,0,110.2193125,261,216431.40000000002,64126.6,81,24389
624,45,5,151855.33,1,1,0,68794.15,0,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,0,0,163.44405925925923,225,189819.16249999998,68794.15,25,91125
569,51,3,0.0,3,1,0,75084.96,1,0.0,1.0,0.0,0,1,1.75,1,0,1,0,1,0.9677419354838709,0,0,0,0,0,40.586464864864865,153,0.0,225254.88,9,132651
677,27,3,0.0,2,0,1,114685.92,0,0.0,0.0,0.0,0,0,1.5,1,0,0,0,0,0.6451612903225806,0,0,0,0,0,71.67869999999999,81,0.0,229371.84,9,19683
464,37,4,155994.15,1,0,0,143665.44,0,1.0,0.0,1.0,1,0,0.25,0,0,1,1,0,0.24390243902439027,0,1,0,0,1,856.170257142857,148,38998.5375,143665.44,16,50653
718,26,6,147527.03,1,0,0,51099.56,0,1.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.1639344262295082,0,1,1,0,0,567.5045428571428,156,36881.7575,51099.56,36,17576
594,53,4,0.0,1,1,0,5408.74,1,0.0,0.0,0.0,1,0,1.25,1,0,1,1,1,0.24390243902439027,1,0,0,0,0,4.006474074074074,212,0.0,5408.74,16,148877
574,33,8,100267.03,1,1,0,103006.27,0,0.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.1234567901234568,0,0,0,0,0,150.57281481481482,264,125333.7875,103006.27,64,35937
478,48,0,83287.05,2,0,1,44147.95,1,0.0,1.0,1.0,0,0,1.5,0,0,1,0,0,20.0,0,0,0,0,0,79.646875,0,124930.57500000001,88295.9,0,110592
615,41,4,0.0,1,0,1,149278.96,0,0.0,1.0,1.0,0,0,1.25,1,0,0,1,0,0.24390243902439027,0,0,0,0,0,110.57700740740741,164,0.0,149278.96,16,68921
651,45,4,0.0,2,0,0,193009.21,0,0.0,1.0,1.0,0,1,0.5,1,1,0,0,0,0.48780487804878053,0,1,0,0,0,321.68201666666664,180,0.0,386018.42,16,91125
465,53,1,117438.17,1,0,0,74898.8,1,1.0,0.0,1.0,1,0,0.25,0,0,1,0,0,0.9090909090909091,0,0,0,0,0,549.5342,53,29359.5425,74898.8,1,148877
558,56,7,121235.05,2,1,1,116253.1,0,0.0,0.0,0.0,0,0,2.5,0,0,1,0,0,0.28169014084507044,0,0,0,0,0,91.34159615384617,392,303087.625,232506.2,49,175616
540,37,3,129965.18,1,0,0,19374.08,0,1.0,0.0,1.0,1,0,0.25,0,0,1,1,0,0.3225806451612903,0,1,0,0,0,426.6836,111,32491.295,19374.08,9,50653
568,46,8,150836.92,1,0,0,64516.8,1,1.0,0.0,1.0,1,0,0.25,0,0,1,1,0,0.1234567901234568,0,1,0,0,0,615.2963428571429,368,37709.23,64516.8,64,97336
630,31,0,0.0,2,1,1,34475.14,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,20.0,0,0,0,0,0,13.25966923076923,0,0.0,68950.28,0,29791
523,60,1,163894.35,1,0,1,57061.71,0,1.0,0.0,1.0,0,0,1.25,0,0,1,0,0,0.9090909090909091,0,0,0,0,0,163.67115555555554,60,204867.9375,57061.71,1,216000
678,48,2,0.0,2,1,1,32301.88,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.9523809523809523,0,0,0,0,0,12.4238,96,0.0,64603.76,4,110592
438,38,2,0.0,2,1,0,136859.55,0,0.0,0.0,1.0,0,1,1.5,1,0,1,0,1,0.9523809523809523,0,0,0,0,0,85.53721875,76,0.0,273719.1,4,54872
544,44,1,0.0,2,0,0,69244.24,0,0.0,0.0,1.0,0,1,0.5,1,0,1,0,0,1.8181818181818181,0,0,0,0,0,115.40706666666668,44,0.0,138488.48,1,85184
595,34,2,87967.42,2,0,1,156309.52,0,1.0,0.0,1.0,0,0,1.5,0,1,1,0,0,0.9523809523809523,0,0,0,0,0,152.6730875,68,131951.13,312619.04,4,39304
678,26,3,0.0,2,1,0,4989.33,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.6451612903225806,0,0,1,0,0,3.1183312499999998,78,0.0,9978.66,9,17576
850,36,6,0.0,2,1,1,190194.95,0,0.0,0.0,0.0,0,0,2.5,1,1,0,0,0,0.3278688524590164,0,0,0,0,0,73.15190384615386,216,0.0,380389.9,36,46656
589,20,2,121093.29,2,1,0,3529.72,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,1,0,0,77.88938125,40,181639.935,7059.44,4,8000
785,31,4,121691.54,2,0,0,81778.72,0,0.0,1.0,0.0,0,1,0.5,0,0,0,0,0,0.48780487804878053,0,1,0,0,0,339.1171,124,60845.77,163557.44,16,29791
563,57,6,0.0,2,1,1,39297.48,0,0.0,1.0,1.0,0,0,2.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,15.114415384615386,342,0.0,78594.96,36,185193
602,39,6,154121.32,2,1,0,176614.86,1,0.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.3278688524590164,0,0,0,0,1,206.7101125,234,231181.98,353229.72,36,59319
591,29,6,0.0,2,1,1,108684.65,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,41.80178846153846,174,0.0,217369.3,36,24389
643,43,1,0.0,2,1,1,145764.4,0,0.0,1.0,1.0,0,0,2.5,1,0,0,0,0,1.8181818181818181,0,0,0,0,0,56.06323076923077,43,0.0,291528.8,1,79507
605,32,5,0.0,2,1,1,42135.28,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.3921568627450981,0,0,0,0,0,16.20587692307692,160,0.0,84270.56,25,32768
755,43,4,165048.5,3,1,0,16929.41,1,1.0,0.0,1.0,0,1,1.75,0,0,0,0,1,0.7317073170731708,0,0,0,0,0,98.36643783783784,172,288834.875,50788.229999999996,16,79507
769,38,6,0.0,2,0,0,104393.78,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.3278688524590164,0,1,0,0,0,173.98963333333333,228,0.0,208787.56,36,54872
620,33,9,127638.35,1,1,1,192717.57,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.10989010989010989,0,0,0,0,0,136.3216680851064,297,287186.28750000003,192717.57,81,35937
725,31,8,0.0,2,1,1,59650.42,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.2469135802469136,0,0,0,0,0,22.94246923076923,248,0.0,119300.84,64,29791
818,72,8,135290.42,2,1,1,63729.72,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.2469135802469136,0,0,0,0,0,76.5462076923077,576,338226.05000000005,127459.44,64,373248
624,71,4,170252.05,3,1,1,73679.59,1,0.0,0.0,0.0,0,0,2.75,0,0,0,0,0,0.7317073170731708,0,0,0,0,0,85.59004912280702,284,468193.13749999995,221038.77,16,357911
669,35,4,108269.2,2,1,0,174969.92,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.48780487804878053,0,0,0,0,0,177.02445,140,162403.8,349939.84,16,42875
712,32,1,0.0,2,1,0,1703.58,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,1.8181818181818181,0,0,0,0,0,1.0647375,32,0.0,3407.16,1,32768
603,35,4,145623.36,1,1,0,163181.62,0,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.24390243902439027,0,0,0,0,1,228.74442962962962,140,182029.19999999998,163181.62,16,42875
597,41,4,145809.53,2,1,1,52319.26,0,0.0,0.0,0.0,0,0,2.5,0,0,1,0,0,0.48780487804878053,0,0,0,0,0,76.20338076923078,164,364523.825,104638.52,16,68921
580,76,2,130334.84,2,1,1,51672.08,0,1.0,0.0,1.0,0,0,2.5,0,0,1,0,0,0.9523809523809523,0,0,0,0,0,70.00266153846154,152,325837.1,103344.16,4,438976
718,39,4,0.0,2,1,1,145355.11,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,55.905811538461535,156,0.0,290710.22,16,59319
527,53,8,0.0,1,1,1,51711.57,0,0.0,1.0,1.0,0,0,2.25,1,0,1,1,0,0.1234567901234568,0,0,0,0,0,22.00492340425532,424,0.0,51711.57,64,148877
729,42,1,0.0,2,1,1,149535.97,0,0.0,1.0,0.0,0,0,2.5,1,1,0,0,0,1.8181818181818181,0,0,0,0,0,57.51383461538462,42,0.0,299071.94,1,74088
746,24,4,0.0,1,0,1,94105.0,0,0.0,0.0,0.0,0,0,1.25,1,0,0,1,0,0.24390243902439027,0,0,0,0,0,69.7074074074074,96,0.0,94105.0,16,13824
699,54,3,111009.32,1,1,1,155905.79,1,1.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,113.58089787234042,162,249770.97000000003,155905.79,9,157464
759,46,2,0.0,1,1,1,138380.11,0,0.0,0.0,0.0,0,0,2.25,1,0,0,0,0,0.47619047619047616,0,0,0,0,0,58.88515319148936,92,0.0,138380.11,4,97336
748,39,3,157371.54,1,0,1,97734.3,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,188.9672888888889,117,196714.42500000002,97734.3,9,59319
698,63,5,0.0,1,1,1,173576.71,0,0.0,1.0,0.0,0,0,2.25,1,1,0,1,0,0.19607843137254904,0,0,0,0,0,73.86242978723403,315,0.0,173576.71,25,250047
686,37,9,134560.62,1,1,0,27596.39,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,120.11630370370371,333,168200.775,27596.39,81,50653
679,40,1,0.0,1,1,1,16897.19,0,0.0,0.0,1.0,0,0,2.25,1,0,0,0,0,0.9090909090909091,0,0,0,0,0,7.190293617021276,40,0.0,16897.19,1,64000
682,36,5,72373.62,2,1,0,36895.99,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.3921568627450981,0,0,0,0,0,68.29350625,180,108560.43,73791.98,25,46656
778,34,4,109564.1,1,0,1,113046.81,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,164.89697037037038,136,136955.125,113046.81,16,39304
742,25,4,132116.13,2,1,0,129933.5,0,0.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.48780487804878053,0,0,1,0,1,163.78101875000002,100,198174.195,259867.0,16,15625
649,24,7,101195.23,1,0,0,133091.32,0,1.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.14084507042253522,0,1,1,0,0,669.3901428571428,168,25298.8075,133091.32,49,13824
763,67,1,149436.73,2,0,1,106282.74,0,0.0,0.0,1.0,0,0,1.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,159.82466875000003,67,224155.09500000003,212565.48,1,300763
595,30,9,130682.11,2,1,1,57862.88,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.21978021978021978,0,0,0,0,0,72.51730384615384,270,326705.275,115725.76,81,27000
628,51,10,115280.49,2,0,0,12628.61,1,1.0,0.0,0.0,0,1,0.5,0,0,0,0,0,0.19801980198019803,0,1,0,0,0,213.18183333333334,510,57640.245,25257.22,100,132651
625,36,8,129944.39,2,0,0,198914.8,0,0.0,0.0,0.0,0,1,0.5,0,0,0,0,0,0.2469135802469136,0,1,0,0,1,548.09865,288,64972.195,397829.6,64,46656
733,36,5,0.0,2,1,1,109127.54,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.3921568627450981,0,0,0,0,0,41.972130769230766,180,0.0,218255.08,25,46656
665,32,10,0.0,1,1,1,22487.45,0,0.0,1.0,0.0,0,0,2.25,1,0,0,1,0,0.09900990099009901,0,0,0,0,0,9.569127659574468,320,0.0,22487.45,100,32768
805,56,3,151802.29,1,1,0,46791.09,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,0,0,0,0,0,147.10620740740742,168,189752.86250000002,46791.09,9,175616
725,38,6,0.0,2,1,1,158697.28,0,0.0,0.0,1.0,0,0,2.5,1,1,0,0,0,0.3278688524590164,0,0,0,0,0,61.037415384615386,228,0.0,317394.56,36,54872
554,38,3,138731.95,1,1,1,194138.36,0,0.0,0.0,0.0,0,0,2.25,0,0,1,1,0,0.3225806451612903,0,0,0,0,0,141.6469404255319,114,312146.8875,194138.36,9,54872
675,35,8,155621.08,1,0,1,35177.31,0,0.0,1.0,0.0,0,0,1.25,0,0,0,1,0,0.1234567901234568,0,0,0,0,0,141.33214074074073,280,194526.34999999998,35177.31,64,42875
556,54,4,150005.38,1,1,0,157015.5,1,0.0,0.0,0.0,1,0,1.25,0,0,1,1,1,0.24390243902439027,0,0,0,0,1,227.4228740740741,216,187506.725,157015.5,16,157464
635,48,6,0.0,2,1,1,136551.25,0,0.0,1.0,0.0,0,0,2.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,52.519711538461536,288,0.0,273102.5,36,110592
601,47,1,64430.06,2,0,1,96517.97,0,0.0,0.0,1.0,0,0,1.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,100.59251875,47,96645.09,193035.94,1,103823
600,53,7,106261.63,1,1,0,93629.66,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.14084507042253522,0,0,0,0,0,148.06762222222224,371,132827.0375,93629.66,49,148877
758,40,3,0.0,2,0,0,96097.65,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.6451612903225806,0,1,0,0,0,160.16275,120,0.0,192195.3,9,64000
606,41,3,132670.53,1,1,0,156476.36,1,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,0,0,0,0,1,214.1828814814815,123,165838.1625,156476.36,9,68921
640,67,3,0.0,1,0,1,42964.63,0,0.0,0.0,0.0,0,0,1.25,1,0,0,1,0,0.3225806451612903,0,0,0,0,0,31.82565185185185,201,0.0,42964.63,9,300763
753,38,1,117314.92,1,1,0,122021.33,1,1.0,0.0,0.0,1,0,1.25,0,0,0,0,1,0.9090909090909091,0,0,0,0,0,177.2861111111111,38,146643.65,122021.33,1,54872
559,38,3,145874.35,1,1,0,56311.39,1,0.0,1.0,1.0,1,0,1.25,0,0,1,1,1,0.3225806451612903,0,0,0,0,0,149.76721481481482,114,182342.9375,56311.39,9,54872
754,50,7,146777.44,2,0,1,150685.52,0,0.0,1.0,0.0,0,0,1.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,185.91434999999998,350,220166.16,301371.04,49,125000
621,51,6,109978.83,1,0,0,177740.58,1,1.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.1639344262295082,0,1,0,0,0,822.0554571428571,306,27494.7075,177740.58,36,132651
654,37,5,0.0,1,0,1,71492.28,0,0.0,0.0,0.0,0,0,1.25,1,0,0,1,0,0.19607843137254904,0,0,0,0,0,52.95724444444444,185,0.0,71492.28,25,50653
650,24,3,108881.73,1,1,0,104492.83,0,0.0,1.0,1.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,0,0,1,0,0,158.05522962962962,72,136102.1625,104492.83,9,13824
831,44,10,0.0,1,0,1,47729.33,0,0.0,1.0,0.0,0,0,1.25,1,0,0,1,0,0.09900990099009901,0,0,0,0,0,35.355059259259264,440,0.0,47729.33,100,85184
519,39,2,112957.26,2,1,0,97593.16,0,0.0,0.0,1.0,0,1,1.5,0,0,1,0,1,0.9523809523809523,0,0,0,0,0,131.5940125,78,169435.88999999998,195186.32,4,59319
552,42,8,103362.14,1,0,1,186869.58,1,1.0,0.0,0.0,0,0,1.25,0,0,1,1,0,0.1234567901234568,0,0,0,0,0,214.98645925925925,336,129202.675,186869.58,64,74088
577,41,4,89015.61,1,0,1,135227.23,0,0.0,1.0,1.0,0,0,1.25,0,0,1,1,0,0.24390243902439027,0,0,0,0,0,166.10580740740744,164,111269.5125,135227.23,16,68921
576,45,5,133618.01,1,0,0,135244.87,0,0.0,1.0,1.0,1,0,0.25,0,0,1,1,0,0.19607843137254904,0,1,0,0,1,768.1796571428572,225,33404.5025,135244.87,25,91125
646,40,5,93680.43,2,1,1,179473.26,0,0.0,0.0,1.0,0,0,2.5,0,1,0,0,0,0.3921568627450981,0,0,0,0,0,105.05911153846154,200,234201.07499999998,358946.52,25,64000
711,45,1,97486.15,2,1,0,50610.62,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,1.8181818181818181,0,0,0,0,0,92.56048125,45,146229.22499999998,101221.24,1,91125
806,37,2,137794.18,2,0,1,75232.02,0,0.0,1.0,0.0,0,0,1.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,133.141375,74,206691.27,150464.04,4,50653
670,39,8,101928.51,1,0,0,89205.54,0,0.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.1234567901234568,0,1,0,0,0,546.0972857142857,312,25482.1275,89205.54,64,59319
679,28,9,0.0,2,0,1,61761.77,0,0.0,1.0,0.0,0,0,1.5,1,0,0,0,0,0.21978021978021978,0,0,0,0,0,38.60110625,252,0.0,123523.54,81,21952
850,39,6,0.0,2,1,0,103921.43,0,0.0,1.0,0.0,0,1,1.5,1,0,0,0,1,0.3278688524590164,0,0,0,0,0,64.95089374999999,234,0.0,207842.86,36,59319
670,35,2,79585.96,1,0,1,198802.9,0,1.0,0.0,0.0,0,0,1.25,0,1,0,0,0,0.47619047619047616,0,0,0,0,0,206.21397037037036,70,99482.45000000001,198802.9,4,42875
733,24,3,161884.99,1,1,1,9617.24,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,72.97967234042552,72,364241.2275,9617.24,9,13824
764,39,1,129068.54,2,1,1,187905.12,0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,121.91294615384615,39,322671.35,375810.24,1,59319
673,42,4,0.0,2,1,0,121440.8,0,0.0,0.0,0.0,0,1,1.5,1,0,0,0,1,0.48780487804878053,0,0,0,0,0,75.90050000000001,168,0.0,242881.6,16,74088
588,49,5,132623.76,3,1,0,36292.94,1,1.0,0.0,1.0,0,1,1.75,0,0,1,0,1,0.5882352941176471,0,0,0,0,0,91.30632432432434,245,232091.58000000002,108878.82,25,117649
564,31,5,121461.87,1,1,1,20432.09,1,0.0,1.0,1.0,0,0,2.25,0,0,1,1,0,0.19607843137254904,0,0,0,0,0,60.3804085106383,155,273289.2075,20432.09,25,29791
715,32,8,175307.32,1,1,0,187051.23,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1234567901234568,0,0,0,0,1,268.41374074074076,256,219134.15000000002,187051.23,64,32768
621,31,7,136658.61,1,1,1,148689.13,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,121.42457021276596,217,307481.87249999994,148689.13,49,29791
796,23,3,146584.19,2,0,0,125445.8,0,0.0,1.0,0.0,0,1,0.5,0,0,0,0,0,0.6451612903225806,0,1,1,0,1,453.38331666666664,69,73292.095,250891.6,9,12167
672,34,6,0.0,1,0,0,22736.06,0,0.0,0.0,1.0,1,0,0.25,1,0,0,1,0,0.1639344262295082,1,1,0,0,0,64.96017142857143,204,0.0,22736.06,36,39304
527,46,5,131414.76,1,1,0,54947.51,0,0.0,1.0,0.0,1,0,1.25,0,0,1,1,1,0.19607843137254904,0,0,0,0,0,138.04612592592594,230,164268.45,54947.51,25,97336
722,38,4,0.0,2,0,1,167984.72,0,0.0,0.0,0.0,0,0,1.5,1,1,0,0,0,0.48780487804878053,0,0,0,0,0,104.99045,152,0.0,335969.44,16,54872
596,34,4,99441.21,2,0,1,4802.27,0,1.0,0.0,1.0,0,0,1.5,0,0,1,0,0,0.48780487804878053,0,0,0,0,0,65.152175,136,149161.815,9604.54,16,39304
746,32,4,0.0,2,1,1,72909.75,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,28.042211538461537,128,0.0,145819.5,16,32768
523,26,4,0.0,2,1,0,185488.81,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.48780487804878053,0,0,1,0,0,115.93050625,104,0.0,370977.62,16,17576
624,44,3,0.0,2,1,0,88407.51,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.6451612903225806,0,0,0,0,0,55.254693749999994,132,0.0,176815.02,9,85184
553,38,1,181110.13,2,1,0,184544.59,0,0.0,1.0,1.0,0,1,1.5,0,0,1,0,1,1.8181818181818181,0,0,0,0,1,228.53419999999997,38,271665.195,369089.18,1,54872
850,33,3,100476.46,2,1,1,136539.13,0,0.0,1.0,1.0,0,0,2.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,91.15984230769232,99,251191.15000000002,273078.26,9,35937
599,33,2,51949.95,2,1,0,85045.92,0,1.0,0.0,1.0,0,1,1.5,0,0,1,0,1,0.9523809523809523,0,0,0,0,0,85.62241875,66,77924.92499999999,170091.84,4,35937
